customer_id,name,sex,state,age,is_married,active_since,event_time
C134,benjamin gilbert,M,south carolina,36,True,2016-02-29 14:14:21,2023-05-22T14:15:48.238Z
C135,tiffany hunt,F,montana,65,False,2018-11-26 05:15:34,2023-05-22T14:15:48.239Z
C136,michael long,M,west virginia,48,False,2017-07-04 10:45:57,2023-05-22T14:15:48.241Z
C137,christina church,F,oklahoma,28,False,2019-11-18 11:46:36,2023-05-22T14:15:48.242Z
C138,samantha romero,F,nebraska,25,False,2018-09-07 08:29:17,2023-05-22T14:15:48.243Z
C139,natasha harris,F,nevada,84,True,2017-04-04 19:11:33,2023-05-22T14:15:48.245Z
C140,barbara vega,F,arkansas,67,False,2017-07-24 09:59:00,2023-05-22T14:15:48.246Z
C141,mrs. shelby morales,F,alaska,86,True,2016-09-09 14:28:50,2023-05-22T14:15:48.247Z
C142,henry ball,M,delaware,57,True,2017-12-10 20:29:36,2023-05-22T14:15:48.249Z
C143,robert kennedy,M,arizona,36,False,2017-06-04 19:12:37,2023-05-22T14:15:48.251Z
C144,daniel pena,M,georgia,55,True,2016-07-17 22:10:27,2023-05-22T14:15:48.252Z
C145,stacey duncan,F,wyoming,67,False,2018-04-07 02:20:52,2023-05-22T14:15:48.253Z
C146,ariana stein,F,tennessee,65,False,2019-02-28 20:50:05,2023-05-22T14:15:48.254Z
C147,leah burns md,F,florida,34,False,2018-12-24 20:22:12,2023-05-22T14:15:48.256Z
C148,david murray,M,illinois,86,True,2018-12-08 20:42:08,2023-05-22T14:15:48.257Z
C149,heather mcconnell,F,indiana,61,True,2017-04-15 00:20:03,2023-05-22T14:15:48.258Z
C150,brandon bishop,M,mississippi,84,True,2016-04-02 06:32:26,2023-05-22T14:15:48.260Z
C151,edward richardson,M,new jersey,33,True,2017-09-21 14:19:15,2023-05-22T14:15:48.262Z
C152,amanda miller,F,alaska,39,True,2016-10-13 12:06:10,2023-05-22T14:15:48.263Z
C153,john montes,M,florida,67,False,2018-10-14 12:05:31,2023-05-22T14:15:48.264Z
C154,brian hill,M,pennsylvania,73,False,2018-01-02 16:56:55,2023-05-22T14:15:48.266Z
C155,thomas daniels,M,mississippi,25,False,2019-11-06 20:57:18,2023-05-22T14:15:48.267Z
C156,michael perez,M,missouri,35,True,2019-12-13 13:06:52,2023-05-22T14:15:48.269Z
C157,nichole wise,F,south dakota,76,False,2016-06-23 00:39:49,2023-05-22T14:15:48.270Z
C158,daniel padilla,M,maine,20,True,2019-08-30 19:35:15,2023-05-22T14:15:48.272Z
C159,caroline reyes,F,washington,62,True,2016-10-11 13:55:17,2023-05-22T14:15:48.273Z
C160,robert werner,M,pennsylvania,75,False,2017-11-28 04:24:34,2023-05-22T14:15:48.275Z
C161,debra hicks,F,alaska,75,True,2019-04-28 05:34:11,2023-05-22T14:15:48.276Z
C162,anita farmer,F,missouri,56,False,2019-08-24 14:13:28,2023-05-22T14:15:48.277Z
C163,angelica shields,F,montana,72,False,2018-11-22 19:04:46,2023-05-22T14:15:48.279Z
C164,steven carroll,M,pennsylvania,21,False,2017-12-04 20:29:20,2023-05-22T14:15:48.280Z
C165,dorothy harris,F,maryland,38,True,2017-05-18 02:58:11,2023-05-22T14:15:48.282Z
C166,john brown,M,west virginia,84,False,2019-05-15 02:41:22,2023-05-22T14:15:48.283Z
C167,gordon johns,M,vermont,59,True,2018-07-10 22:15:36,2023-05-22T14:15:48.284Z
C168,antonio randall,M,michigan,84,True,2019-05-19 09:32:48,2023-05-22T14:15:48.286Z
C169,brenda fisher,F,montana,83,False,2017-05-21 08:52:50,2023-05-22T14:15:48.287Z
C170,annette jones,F,new york,89,True,2018-02-16 16:01:32,2023-05-22T14:15:48.289Z
C171,casey kim,M,colorado,35,False,2019-10-03 14:52:27,2023-05-22T14:15:48.290Z
C172,michael baker,M,mississippi,61,True,2016-12-22 10:25:08,2023-05-22T14:15:48.292Z
C173,gary copeland,M,oklahoma,82,True,2018-03-12 09:05:35,2023-05-22T14:15:48.293Z
C174,mrs. nancy morris dvm,F,connecticut,31,False,2017-06-20 15:28:11,2023-05-22T14:15:48.295Z
C175,richard martin,M,louisiana,87,False,2019-05-05 14:21:29,2023-05-22T14:15:48.297Z
C176,michelle thompson,F,louisiana,65,True,2016-01-22 04:48:26,2023-05-22T14:15:48.298Z
C177,maria flores,F,arkansas,46,True,2019-10-13 11:09:09,2023-05-22T14:15:48.299Z
C178,lynn hines,F,new hampshire,90,True,2016-04-05 22:17:51,2023-05-22T14:15:48.301Z
C179,taylor jones,F,west virginia,61,False,2017-02-13 20:15:23,2023-05-22T14:15:48.302Z
C180,bryan jacobson,M,virginia,29,False,2018-01-20 21:50:34,2023-05-22T14:15:48.303Z
C181,lindsay lambert,F,washington,52,True,2017-07-21 17:45:01,2023-05-22T14:15:48.305Z
C182,joshua branch,M,delaware,82,True,2016-05-14 19:36:32,2023-05-22T14:15:48.306Z
C183,barbara hernandez,F,iowa,49,True,2016-06-08 06:16:49,2023-05-22T14:15:48.307Z
C184,timothy lam,M,oklahoma,44,False,2016-09-17 05:18:59,2023-05-22T14:15:48.309Z
C185,alan irwin,M,wisconsin,59,True,2019-01-18 09:59:30,2023-05-22T14:15:48.310Z
C186,billy wells,M,alaska,51,True,2018-01-28 12:09:00,2023-05-22T14:15:48.311Z
C187,jordan johnson,M,rhode island,68,True,2019-02-02 00:49:18,2023-05-22T14:15:48.313Z
C188,olivia richards,F,louisiana,23,True,2019-06-20 02:30:24,2023-05-22T14:15:48.315Z
C189,matthew stark,M,florida,82,True,2019-12-08 12:25:57,2023-05-22T14:15:48.316Z
C190,christopher cruz,M,south carolina,28,False,2018-01-10 20:44:34,2023-05-22T14:15:48.317Z
C191,andrew nguyen,M,south dakota,43,True,2016-07-24 19:05:51,2023-05-22T14:15:48.319Z
C192,pamela davis,F,kentucky,82,True,2017-06-15 15:49:14,2023-05-22T14:15:48.320Z
C193,andrea ward,F,maine,43,False,2018-11-27 17:03:27,2023-05-22T14:15:48.322Z
C194,gerald washington,M,colorado,20,True,2017-02-10 20:10:16,2023-05-22T14:15:48.323Z
C195,michael duarte,M,arkansas,42,True,2017-08-24 13:22:31,2023-05-22T14:15:48.324Z
C196,philip mayo,M,wyoming,52,True,2018-08-13 05:14:47,2023-05-22T14:15:48.326Z
C197,steven fuller,M,new york,90,False,2018-11-18 00:24:43,2023-05-22T14:15:48.327Z
C198,stephanie smith,F,wyoming,47,False,2017-07-09 13:00:59,2023-05-22T14:15:48.329Z
C199,lindsey torres dds,F,illinois,28,False,2018-11-24 14:45:26,2023-05-22T14:15:48.330Z
C200,daniel trujillo,M,idaho,58,True,2016-10-15 02:16:42,2023-05-22T14:15:48.331Z
C201,emily simpson,F,new hampshire,28,False,2017-05-30 14:29:11,2023-05-22T14:15:48.333Z
C202,joshua murphy,M,alabama,61,True,2019-06-10 08:15:47,2023-05-22T14:15:48.335Z
C203,bruce richards,M,rhode island,88,False,2018-12-25 13:45:58,2023-05-22T14:15:48.336Z
C204,louis weaver,M,illinois,86,False,2018-03-28 13:21:38,2023-05-22T14:15:48.338Z
C205,benjamin thomas,M,west virginia,35,True,2018-06-30 22:58:41,2023-05-22T14:15:48.339Z
C206,martin wilkerson,M,rhode island,86,True,2019-12-20 13:26:03,2023-05-22T14:15:48.341Z
C207,sabrina andrews,F,virginia,35,True,2018-07-17 08:13:10,2023-05-22T14:15:48.342Z
C208,ashley armstrong,F,oregon,79,False,2016-10-24 03:41:29,2023-05-22T14:15:48.344Z
C209,alexandra hill,F,hawaii,81,True,2019-01-25 00:03:22,2023-05-22T14:15:48.346Z
C210,jose knight,M,connecticut,68,True,2016-12-09 05:15:29,2023-05-22T14:15:48.347Z
C211,sharon reyes,F,wyoming,21,True,2019-07-04 04:45:29,2023-05-22T14:15:48.348Z
C212,martin gonzalez,M,new hampshire,50,True,2018-11-29 01:26:43,2023-05-22T14:15:48.350Z
C213,daniel walker,M,florida,91,False,2017-12-12 05:14:41,2023-05-22T14:15:48.352Z
C214,scott fletcher,M,louisiana,80,True,2016-11-20 18:00:12,2023-05-22T14:15:48.353Z
C215,elizabeth huff md,F,vermont,61,False,2019-05-03 01:26:22,2023-05-22T14:15:48.355Z
C216,bethany jones dvm,F,new mexico,68,False,2016-11-12 06:15:28,2023-05-22T14:15:48.356Z
C217,natasha williams,F,missouri,46,True,2017-01-31 01:09:45,2023-05-22T14:15:48.357Z
C218,douglas travis,M,mississippi,82,True,2019-01-19 11:49:49,2023-05-22T14:15:48.358Z
C219,matthew sawyer,M,georgia,34,True,2016-03-30 20:10:49,2023-05-22T14:15:48.360Z
C220,alexis jimenez,F,kentucky,18,False,2017-03-31 15:38:09,2023-05-22T14:15:48.362Z
C221,brittany haley,F,connecticut,81,True,2016-01-07 14:34:26,2023-05-22T14:15:48.363Z
C222,felicia adams,F,mississippi,61,True,2016-02-21 04:30:09,2023-05-22T14:15:48.365Z
C223,wendy watson,F,texas,33,True,2019-02-20 03:41:54,2023-05-22T14:15:48.366Z
C224,brian campbell,M,louisiana,24,True,2016-10-25 13:20:25,2023-05-22T14:15:48.368Z
C225,kelly ochoa,F,montana,64,False,2016-03-07 00:46:27,2023-05-22T14:15:48.369Z
C226,fernando robinson,M,illinois,76,True,2017-07-04 19:46:33,2023-05-22T14:15:48.370Z
C227,amanda jones,F,virginia,64,True,2016-12-19 18:27:42,2023-05-22T14:15:48.372Z
C228,jasmine silva,F,kansas,71,True,2017-06-16 03:55:56,2023-05-22T14:15:48.374Z
C229,michael park,M,maryland,58,False,2019-11-10 14:57:36,2023-05-22T14:15:48.377Z
C230,renee silva,F,alabama,63,True,2017-01-27 23:21:49,2023-05-22T14:15:48.379Z
C231,crystal hill,F,missouri,45,False,2016-05-27 21:34:10,2023-05-22T14:15:48.381Z
C232,sharon walton,F,ohio,75,False,2017-03-12 03:44:16,2023-05-22T14:15:48.383Z
C233,kevin downs,M,rhode island,61,True,2018-06-09 00:52:25,2023-05-22T14:15:48.385Z
C234,nicholas beltran,M,tennessee,42,True,2016-02-25 23:26:55,2023-05-22T14:15:48.387Z
C235,emily ramirez,F,north carolina,41,False,2018-10-25 21:31:11,2023-05-22T14:15:48.388Z
C236,jennifer jones,F,illinois,66,True,2018-07-23 22:34:13,2023-05-22T14:15:48.390Z
C237,timothy bailey,M,florida,25,True,2017-02-16 05:08:21,2023-05-22T14:15:48.391Z
C238,jeffrey ochoa,M,nevada,71,False,2019-07-10 20:05:50,2023-05-22T14:15:48.392Z
C239,michael heath,M,colorado,66,False,2017-04-19 22:10:50,2023-05-22T14:15:48.394Z
C240,angela smith,F,idaho,82,False,2017-05-28 00:01:20,2023-05-22T14:15:48.395Z
C241,kathleen crawford,F,virginia,51,True,2019-04-13 03:41:39,2023-05-22T14:15:48.396Z
C242,ashley herring,F,arkansas,40,True,2016-06-25 15:11:53,2023-05-22T14:15:48.398Z
C243,michael dennis,M,oklahoma,89,True,2018-08-04 14:49:25,2023-05-22T14:15:48.399Z
C244,sarah ross,F,texas,66,True,2016-05-24 20:14:04,2023-05-22T14:15:48.401Z
C245,nicole perry,F,new york,65,False,2017-10-21 14:47:08,2023-05-22T14:15:48.402Z
C246,ashley jenkins,F,alaska,26,True,2019-04-21 14:05:28,2023-05-22T14:15:48.404Z
C247,john crawford,M,vermont,55,True,2016-05-04 05:39:09,2023-05-22T14:15:48.406Z
C248,andrew flores,M,kentucky,33,False,2019-05-03 10:28:01,2023-05-22T14:15:48.407Z
C249,leah soto,F,maryland,51,False,2018-02-18 03:52:18,2023-05-22T14:15:48.409Z
C250,kelly wilson,M,west virginia,82,True,2017-12-25 09:04:46,2023-05-22T14:15:48.410Z
C251,chelsea miller md,F,arizona,59,True,2017-01-31 08:59:39,2023-05-22T14:15:48.412Z
C252,heather white,F,kentucky,25,True,2019-02-08 05:40:23,2023-05-22T14:15:48.414Z
C253,joel wilson dvm,M,new mexico,66,False,2018-04-27 23:21:19,2023-05-22T14:15:48.416Z
C254,lydia marshall,F,maryland,24,True,2019-09-11 22:30:44,2023-05-22T14:15:48.417Z
C255,amanda williams,F,illinois,67,True,2017-03-26 17:04:44,2023-05-22T14:15:48.419Z
C256,wesley burnett,M,iowa,56,True,2019-03-23 13:17:08,2023-05-22T14:15:48.420Z
C257,mrs. kelly smith dvm,F,maine,31,True,2019-03-14 17:25:59,2023-05-22T14:15:48.421Z
C258,cameron reed,M,north dakota,77,True,2016-06-27 22:03:42,2023-05-22T14:15:48.423Z
C259,steven perez,M,new hampshire,91,True,2018-11-30 07:15:48,2023-05-22T14:15:48.425Z
C260,becky wright,F,west virginia,59,False,2017-04-09 20:26:16,2023-05-22T14:15:48.426Z
C261,brian scott,M,washington,49,False,2018-09-28 06:38:29,2023-05-22T14:15:48.428Z
C262,olivia petersen,F,washington,75,False,2019-06-14 04:20:56,2023-05-22T14:15:48.430Z
C263,lawrence anderson,M,oklahoma,52,True,2018-04-06 12:28:55,2023-05-22T14:15:48.431Z
C264,tiffany holloway,F,missouri,74,False,2016-03-18 08:11:37,2023-05-22T14:15:48.433Z
C265,theresa norman,F,delaware,90,True,2018-05-20 05:33:51,2023-05-22T14:15:48.434Z
C266,madison michael,F,new mexico,91,True,2016-12-16 04:23:19,2023-05-22T14:15:48.436Z
C267,brittney bean,F,georgia,62,False,2018-07-18 21:00:08,2023-05-22T14:15:48.438Z
C268,william rocha,M,massachusetts,49,False,2017-12-06 19:32:47,2023-05-22T14:15:48.439Z
C269,troy thompson,M,south dakota,76,True,2016-07-18 18:08:07,2023-05-22T14:15:48.440Z
C270,linda wilson,F,arizona,82,True,2016-08-04 20:42:49,2023-05-22T14:15:48.442Z
C271,ricardo miller,M,oregon,91,False,2018-07-17 08:48:58,2023-05-22T14:15:48.443Z
C272,patricia brown,F,west virginia,53,True,2018-05-01 21:29:49,2023-05-22T14:15:48.444Z
C273,thomas knight,M,north dakota,61,True,2019-05-09 04:54:00,2023-05-22T14:15:48.446Z
C274,david blackburn,M,massachusetts,24,True,2019-10-28 09:09:44,2023-05-22T14:15:48.447Z
C275,rebecca reyes,F,arizona,41,True,2017-11-29 12:52:54,2023-05-22T14:15:48.448Z
C276,kathy hoffman phd,F,rhode island,33,False,2016-06-18 19:58:33,2023-05-22T14:15:48.449Z
C277,valerie decker,F,indiana,20,False,2016-08-16 11:41:19,2023-05-22T14:15:48.451Z
C278,larry tucker,M,maryland,72,False,2018-08-19 17:52:33,2023-05-22T14:15:48.453Z
C279,james lindsey,M,arkansas,81,False,2018-06-13 18:57:21,2023-05-22T14:15:48.454Z
